VARIABLE,MARCA,FERTILIZANTE,N,P,K,Ca,Mg,S,PRECIO;;;;;
x1,ABONISSA,ABONISSA,0.015,0.04,0.03,0.1,0.01,0,460;;;;;
x2,COLINAGRO,AGRIMINS,0.08,0.05,0,0.18,0.06,0.02,2900;;;;;
x3,PRECISAGRO,KIESERITA,0,0,0.03,0,0.19,0.15,1870;;;;;
x4,DISAN,SULFATO DE POTASIO GRANULADO,0,0,0.52,0,0,0.18,3860;;;;;
x5,ECOFERTIL,POTREROS,0.31,0.08,0.08,0,0.02,0.03,2500;;;;;
x6,MONOMEROS,NUTRIMON 15-15-15,0.15,0.15,0.15,0,0,0,3000;;;;;
x7,MONOMEROS,NUTRIMON 13-26-6,0.13,0.26,0.06,0,0,0,2600;;;;;
x8,MONOMEROS,NUTRIMON DAP 18-46-0,0.18,0.46,0,0,0,0,3800;;;;;
x9,MONOMEROS,NUTRIMON 18-18-18,0.18,0.18,0.18,0,0,0,2800;;;;;
x10,MONOMEROS,NUTRIMON 10-30-10,0.1,0.3,0.11,0,0,0,3200;;;;;
x11,MONOMEROS,UREA G 46%,0.46,0,0,0,0,0,3000;;;;;
x12,MONOMEROS,NUTRIMON 25-15-0-2,0.25,0.15,0,0,0.02,0.03,2624;;;;;
x13,MONOMEROS,ECOFERTIL 10 - 20 - 30,0.1,0.2,0.3,0,0,0,3200;;;;;
x14,MONOMERS,NUTRIMON 17-6-18-2,0.17,0.06,0.18,0,0.02,0.02,2600;;;;;
x15,NITROSOIL,REABONE 10 - 20 - 30,0.1,0.2,0.3,0,0,0,2460;;;;;
x16,NITROSOIL,TERCERA 24-0-17-5,0.24,0,0.17,0.05,0.04,0,2461;;;;;
x17,NITROSOIL, 18-5-27-3,0.18,0.05,0.27,0.03,0.02,0,2600;;;;;
x18,PRECISAGRO,FOSFATO DE AMONIO DOBLE,0.18,0.46,0,0,0,0,3800;;;;;
x19,PRECISAGRO,UREA GRANULAR 46%,0.46,0,0,0,0,0,2200;;;;;
x20,SQM,QROPS KS,0.12,0,0.46,0,0,0.01,7000;;;;;
x21,YARA,NITRATO DE CALCIO,0.155,0,0,0.27,0,0,3200;;;;;
x22,YARA,RAFOS,0.1208,0.24,0.12,0,0.02,0.01,3000;;;;;
x23,YARA,NITRABOR,0.1565,0,0,0.26,0,0,1600;;;;;
x24,YARA,ABOTEK,0.15,0.04,0.23,0,0.04,0.02,2700;;;;;
x25,YARA,EMBAJADOR,0.2,0.03,0.18,0,0.03,0.03,2700;;;;;
x26,YARA,NITRAX-S 28-4-0-6S,0.28,0.04,0,0,0,0.06,2600;;;;;
x27,YARA,REMITAL,0.17,0.06,0.18,0,0.02,0.02,2400;;;;;
x28,YARA,NITROMAG,0.21,0,0.11,0.08,0,0,2200;;;;;
x29,YARA,HIDROCOMPLEX,0.124,0.11,0.18,0,0.03,0.08,4500;;;;;
